factors	hsq	SE	zscore	pval	qvalues
pwy105_pc5	1e-06	1.189295	8.40834275768417e-07	0.999999329111313	0.999999495060585
pwy106_pc1	0.999999	1.376551	0.726452561510616	0.467561379008235	0.999999495060585
pwy106_pc2	0.999999	1.191615	0.839196384738359	0.401359115714474	0.999999495060585
pwy106_pc3	1e-06	1.392703	7.18028179733942e-07	0.999999427096401	0.999999495060585
pwy106_pc4	0.668235	1.107543	0.60334903475531	0.546276519087105	0.999999495060585
pwy106_pc5	1e-06	1.082184	9.24057276766243e-07	0.999999262708966	0.999999495060585
pwy107_pc1	0.062146	1.215011	0.0511485081205026	0.959207182660936	0.999999495060585
pwy107_pc2	1e-06	1.279237	7.81715976007573e-07	0.999999376280892	0.999999495060585
pwy107_pc3	0.999999	1.020256	0.98014517924913	0.327014460520325	0.999999495060585
pwy107_pc4	0.947815	0.801802	1.18210605610862	0.237163621713275	0.999999495060585
pwy107_pc5	0.917836	1.141852	0.803813453932734	0.421504718558197	0.999999495060585
pwy108_pc1	0.999999	1.371575	0.729088092156827	0.465947778161515	0.999999495060585
pwy108_pc2	0.999999	1.327573	0.753253493404882	0.451297599666382	0.999999495060585
pwy108_pc3	0.999999	1.182318	0.845795293651962	0.397666951402462	0.999999495060585
pwy108_pc4	0.999999	1.165394	0.858078040559673	0.390849372095273	0.999999495060585
pwy108_pc5	1e-06	1.335519	7.48772574557157e-07	0.999999402565923	0.999999495060585
pwy109_pc1	0.224947	1.100968	0.204317473350724	0.838105416217598	0.999999495060585
pwy109_pc2	1e-06	1.365915	7.32109977560829e-07	0.999999415860752	0.999999495060585
pwy109_pc3	1e-06	0.998982	1.00101903738005e-06	0.999999201302365	0.999999495060585
pwy109_pc4	0.999999	1.226738	0.815169172227485	0.414975481280012	0.999999495060585
pwy11_pc1	1e-06	0.849747	1.17682086550467e-06	0.999999061032801	0.999999495060585
pwy110_pc1	0.999999	1.16156	0.860910327490616	0.389287433214284	0.999999495060585
pwy110_pc2	0.999999	1.276882	0.783156940108796	0.433534957506542	0.999999495060585
pwy110_pc3	0.925487	1.066171	0.868047433291658	0.385368366321444	0.999999495060585
pwy110_pc4	0.622543	0.756934	0.822453476789258	0.4108188543983	0.999999495060585
pwy110_pc5	1e-06	1.208168	8.27699459015634e-07	0.999999339591381	0.999999495060585
pwy111_pc1	0.585846	1.270152	0.461240859361714	0.644625810119521	0.999999495060585
pwy111_pc2	0.999999	1.243113	0.804431294661065	0.421147933704856	0.999999495060585
pwy111_pc3	1e-06	1.10554	9.04535340195741e-07	0.999999278285217	0.999999495060585
pwy111_pc4	0.116184	0.97596	0.11904586253535	0.90523902105389	0.999999495060585
pwy111_pc5	1e-06	1.460584	6.84657643791798e-07	0.999999453722237	0.999999495060585
pwy112_pc1	1e-06	1.270883	7.868544940801e-07	0.999999372180948	0.999999495060585
pwy112_pc2	0.999999	1.368418	0.730770130179521	0.464919571164678	0.999999495060585
pwy112_pc3	0.756859	0.997398	0.75883348472726	0.447952172346859	0.999999495060585
