factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
hgb_pwy282_pc3 2 2 0.881 0.012 0.035 0.69
hgb_pwy300_pc1 2 2 0.983 -0.003 0.001 0.954
hgb_pwy303_pc1 3 3 0.006 0.125 0.989 0.03
hgb_pwy30_pc2 2 2 0.112 -0.093 0.969 0.303
hgb_pwy314_pc1 2 1 0.086 0.134 0.982 0.189
hgb_pwy48_pc2 2 2 0.098 -0.089 0.977 0.158
hgb_pwy4_pc4 2 2 0.003 0.066 1 0.014
lymph_pwy104_pc4 2 2 0.478 -0.063 0.534 0.51
lymph_pwy118_pc5 2 2 0.97 -0.003 0.002 0.921
lymph_pwy123_pc3 2 2 0.772 -0.019 0.123 0.652
lymph_pwy124_pc5 2 2 0.059 -0.044 0.992 0.147
lymph_pwy125_pc4 2 2 0.92 0.006 0.016 0.82
lymph_pwy129_pc4 3 3 0.345 0.057 0.429 0.271
lymph_pwy130_pc1 2 2 0.087 0.072 0.982 0.213
lymph_pwy132_pc2 2 2 0.609 -0.064 0.332 0.539
lymph_pwy134_pc3 2 2 0.735 0.03 0.164 0.608
lymph_pwy143_pc2 2 2 0.043 0.058 0.995 0.099
lymph_pwy149_pc4 2 2 0.949 0.004 0.006 0.874
lymph_pwy152_pc5 2 2 0.049 0.063 0.994 0.079
lymph_pwy153_pc4 3 3 0.005 0.087 0.99 0.011
lymph_pwy166_pc5 2 2 0.742 0.043 0.156 0.559
lymph_pwy171_pc2 4 4 0.017 -0.101 0.886 0.08
lymph_pwy172_pc4 2 2 0.753 0.02 0.143 0.61
lymph_pwy180_pc4 2 2 0.936 0.004 0.01 0.842
lymph_pwy185_pc4 2 2 0.99 0.001 0 0.971
lymph_pwy189_pc3 2 2 0.962 0.005 0.004 0.901
lymph_pwy190_pc3 2 2 0.951 -0.006 0.006 0.881
lymph_pwy196_pc4 2 2 0.904 -0.012 0.023 0.767
lymph_pwy20_pc5 2 2 0.978 -0.002 0.001 0.953
lymph_pwy213_pc3 2 2 0.112 0.157 0.969 0.223
lymph_pwy222_pc5 2 2 0.977 -0.002 0.001 0.948
lymph_pwy230_pc3 3 3 0.035 -0.125 0.932 0.081
lymph_pwy231_pc5 2 2 0.825 -0.019 0.074 0.675
lymph_pwy235_pc4 3 3 0.671 -0.019 0.108 0.681
lymph_pwy237_pc4 2 2 0.975 0.002 0.001 0.932
lymph_pwy249_pc5 2 2 0.256 0.125 0.847 0.452
lymph_pwy255_pc1 2 2 0.013 0.056 1 0.03
lymph_pwy255_pc4 2 2 0.04 0.085 0.996 0.114
lymph_pwy258_pc1 2 2 0.024 0.048 0.999 0.065
lymph_pwy261_pc4 2 2 0.868 -0.015 0.043 0.649
lymph_pwy263_pc4 3 3 0.035 0.161 0.932 0.131
lymph_pwy267_pc5 2 2 0.949 -0.004 0.006 0.874
lymph_pwy269_pc5 2 2 0.971 0.002 0.002 0.926
lymph_pwy275_pc3 2 2 0.489 -0.066 0.517 0.513
lymph_pwy284_pc4 2 2 0.19 0.08 0.914 0.375
lymph_pwy290_pc4 3 3 0.332 0.048 0.447 0.269
lymph_pwy292_pc5 2 2 0.924 0.004 0.014 0.82
lymph_pwy319_pc4 3 3 0.604 0.02 0.157 0.555
lymph_pwy321_pc4 2 1 0.099 0.117 0.976 0.261
lymph_pwy325_pc4 2 1 0.088 0.126 0.981 0.224
lymph_pwy326_pc4 2 1 0.18 -0.12 0.922 0.388
lymph_pwy326_pc5 2 1 0.107 -0.127 0.972 0.291
lymph_pwy327_pc4 2 2 0.104 -0.078 0.973 0.246
lymph_pwy48_pc4 5 5 0.084 -0.105 0.568 0.083
lymph_pwy64_pc3 2 2 0.914 -0.023 0.018 0.76
lymph_pwy77_pc2 2 2 0.512 -0.106 0.481 0.519
lymph_pwy78_pc1 2 2 0.839 -0.03 0.062 0.634
lymph_pwy89_pc4 2 2 0.823 -0.016 0.075 0.669
lymph_pwy91_pc1 2 2 0.025 0.078 0.998 0.087
lymph_pwy92_pc5 2 2 0.115 -0.123 0.968 0.159
lymph_pwy93_pc1 2 2 0.02 0.091 0.999 0.059
mch_pwy123_pc2 2 2 0.886 0.012 0.032 0.774
mch_pwy131_pc3 2 2 0.105 0.046 0.973 0.205
mch_pwy13_pc2 2 2 0.189 0.143 0.914 0.266
mch_pwy142_pc3 2 2 0.976 0.003 0.001 0.95
mch_pwy150_pc3 2 2 0.983 0.002 0.001 0.97
mch_pwy164_pc2 2 1 0.627 -0.092 0.306 0.571
mch_pwy164_pc4 2 2 0.024 -0.092 0.999 0.057
mch_pwy167_pc4 2 1 0.522 -0.057 0.465 0.51
mch_pwy170_pc4 3 3 0.482 0.075 0.268 0.437
mch_pwy171_pc2 2 2 0.25 -0.105 0.854 0.354
mch_pwy176_pc2 2 2 0.062 0.066 0.991 0.124
mch_pwy177_pc3 2 2 0.122 -0.073 0.964 0.219
mch_pwy191_pc2 2 2 0.956 -0.004 0.005 0.906
mch_pwy195_pc4 3 3 0.455 0.049 0.297 0.383
mch_pwy218_pc4 2 2 0.738 0.041 0.16 0.626
mch_pwy219_pc2 3 3 0.06 0.112 0.884 0.17
mch_pwy230_pc3 3 3 0.834 0.021 0.027 0.817
mch_pwy246_pc3 3 2 0.307 0.126 0.48 0.257
mch_pwy252_pc2 2 2 0.009 0.126 1 0.01
