factors	hsq	SE	zscore	pval	qvalues
pwy197_pc3	0.849154	0.594616	1.42807122579951	0.153271358603041	0.726367484530263
pwy197_pc4	1e-06	0.823493	1.21433940543514e-06	0.999999031097337	0.999999225989033
pwy197_pc5	0.204784	0.563576	0.363365366871549	0.716331969493252	0.999999225989033
pwy198_pc1	1e-06	0.811594	1.23214316517865e-06	0.999999016891992	0.999999225989033
pwy198_pc2	0.669266	0.584536	1.14495257777109	0.252228802209308	0.76381269879601
pwy198_pc3	0.69193	0.668894	1.03443893950312	0.300931008336277	0.812163359820471
pwy198_pc4	1e-06	0.757235	1.32059400318263e-06	0.999998946318434	0.999999225989033
pwy198_pc5	0.176819	0.622611	0.283995946104389	0.776413487337851	0.999999225989033
pwy199_pc1	0.74567	0.600903	1.24091575512188	0.214636871910495	0.735103432848614
pwy199_pc2	0.72443	0.647108	1.11948855523344	0.262931770709713	0.773521322851344
pwy199_pc3	0.297421	0.768565	0.386982233122768	0.698769361131689	0.999999225989033
pwy199_pc4	0.759697	0.664269	1.1436586684009	0.252765220593193	0.76381269879601
pwy199_pc5	0.321991	0.946065	0.340347650531412	0.733594736716722	0.999999225989033
pwy2_pc1	0.408391	0.671381	0.608285012533867	0.542998459505432	0.999999225989033
pwy2_pc2	0.987703	0.6013	1.64261267254282	0.100463097122111	0.726367484530263
pwy2_pc3	1e-06	0.755743	1.32320114112866e-06	0.999998944238239	0.999999225989033
pwy2_pc4	1e-06	0.827885	1.20789723210349e-06	0.999999036237447	0.999999225989033
pwy2_pc5	0.458302	0.483666	0.947558852596627	0.343354081996804	0.859788676046066
pwy20_pc1	1e-06	0.857276	1.16648547258992e-06	0.999999069279251	0.999999225989033
pwy20_pc2	0.597426	0.665928	0.897133023389916	0.369647939061021	0.879178627117306
pwy20_pc3	1e-06	0.539096	1.85495718758811e-06	0.999998519958299	0.999999225989033
pwy20_pc4	1e-06	0.900237	1.11081859554762e-06	0.999999113694993	0.999999225989033
pwy20_pc5	1e-06	0.759692	1.31632293087198e-06	0.999998949726256	0.999999225989033
pwy200_pc1	0.436	0.748766	0.582291396778166	0.560370419429933	0.999999225989033
pwy200_pc2	0.452624	0.635568	0.712156685043929	0.476367755883185	0.984210890808206
pwy200_pc3	1e-06	0.66528	1.5031265031265e-06	0.99999880067857	0.999999225989033
pwy200_pc4	0.999999	0.759181	1.31720762242469	0.187769039593513	0.726367484530263
pwy200_pc5	0.683207	0.612154	1.11607046592851	0.264391972974757	0.774692871654794
pwy201_pc1	0.732824	0.607969	1.20536408928745	0.228062778232176	0.744538235707933
pwy201_pc2	0.179424	0.723317	0.248057214195159	0.804090139266422	0.999999225989033
pwy201_pc3	1e-06	0.666369	1.50067004917696e-06	0.999998802638537	0.999999225989033
pwy201_pc4	1e-06	0.781185	1.2801065048612e-06	0.999998978622784	0.999999225989033
pwy201_pc5	0.999999	0.558706	1.789848328101	0.0734782975150998	0.726367484530263
pwy202_pc1	0.820778	0.594816	1.37988554443727	0.167621888088776	0.726367484530263
pwy202_pc2	0.932435	0.567322	1.64357278582533	0.100264479171276	0.726367484530263
pwy202_pc3	1e-06	0.775145	1.29008121061221e-06	0.99999897066412	0.999999225989033
pwy202_pc4	1e-06	0.870859	1.1482915144702e-06	0.999999083795929	0.999999225989033
pwy202_pc5	0.824879	0.514018	1.60476675914073	0.108545143891196	0.726367484530263
pwy203_pc1	0.660241	0.650647	1.0147453227326	0.310227243486434	0.816228961017706
pwy203_pc2	0.571034	0.67523	0.845688135894436	0.397726743364702	0.909569176808727
pwy203_pc3	1e-06	0.765159	1.30691790856541e-06	0.999998957230379	0.999999225989033
pwy203_pc4	0.387635	0.809527	0.478841348095863	0.632051498873543	0.999999225989033
pwy203_pc5	0.977924	0.697826	1.4013865920731	0.161098499526106	0.726367484530263
pwy204_pc1	0.520953	0.674541	0.772307391248271	0.439932388791205	0.945327937048683
pwy204_pc2	0.249317	0.708409	0.351939345773416	0.724883750843049	0.999999225989033
pwy204_pc3	1e-06	0.652848	1.53175011641301e-06	0.999998777840231	0.999999225989033
pwy204_pc4	1e-06	0.728917	1.37189830940971e-06	0.99999890538352	0.999999225989033
pwy204_pc5	0.478264	0.717237	0.666814456030573	0.504890657710487	0.999999225989033
pwy205_pc1	0.625792	0.603555	1.03684336970119	0.29980885965157	0.812163359820471
pwy205_pc2	0.157846	0.752688	0.209709733647939	0.833894228109249	0.999999225989033
pwy205_pc3	0.512935	0.702129	0.730542393206946	0.465058709783503	0.974465801685535
pwy205_pc4	1e-06	0.790539	1.264959730007e-06	0.999998990708161	0.999999225989033
pwy205_pc5	0.061935	0.598846	0.103423918670242	0.917626529581755	0.999999225989033
pwy206_pc1	0.955104	0.568827	1.67907641514907	0.0931371520452831	0.726367484530263
pwy206_pc2	0.436715	0.630429	0.692726698803513	0.488481080670179	0.999152893924174
pwy206_pc3	1e-06	0.766365	1.30486126062646e-06	0.999998958871346	0.999999225989033
pwy206_pc4	0.186478	0.833886	0.22362529170654	0.823048882073457	0.999999225989033
pwy206_pc5	0.544169	0.608846	0.893771167093157	0.371444338980293	0.879178627117306
pwy207_pc1	0.22318	0.600699	0.371533829755002	0.710239963684514	0.999999225989033
pwy207_pc2	0.528054	0.714678	0.738869812698866	0.459986054464459	0.967577392702731
